city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Elk Grove,Elk Grove,CA,California,6067,Sacramento,6067,Sacramento,38.416,-121.384,171844,1580,polygon,FALSE,TRUE,America/Los_Angeles,2,95757 95758 95624 95759,1840011395
Ripley,Ripley,CA,California,6065,Riverside,6065,Riverside,33.5238,-114.653,493,111,polygon,FALSE,FALSE,America/Los_Angeles,3,92225,1840114641
Corning,Corning,CA,California,6103,Tehama,6103,Tehama,39.9282,-122.182,8473,825,polygon,FALSE,TRUE,America/Los_Angeles,3,96021,1840011386
Cherokee Strip,Cherokee Strip,CA,California,6029,Kern,6029,Kern,35.4698,-119.2617,137,583,polygon,FALSE,FALSE,America/Los_Angeles,3,93263,1840118012
Crestline,Crestline,CA,California,6071,San Bernardino,6071,San Bernardino,34.2486,-117.289,9581,267,polygon,FALSE,FALSE,America/Los_Angeles,3,92391 92322 92325,1840111742
Blacklake,Blacklake,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.0497,-120.5387,1041,384,polygon,FALSE,TRUE,America/Los_Angeles,3,93444,1840114465
Irvine,Irvine,CA,California,6059,Orange,6059,Orange,33.6772,-117.7738,277453,1633,polygon,FALSE,TRUE,America/Los_Angeles,2,92617 92614 92612 92618 92620 92602 92603 92604 92606 92616 92619 92650 92697 92698,1840107507
San Marino,San Marino,CA,California,6037,Los Angeles,6037,Los Angeles,34.1224,-118.1132,13327,1366,polygon,FALSE,TRUE,America/Los_Angeles,3,91108 91118 91199,1840105758
Cherryland,Cherryland,CA,California,6001,Alameda,6001,Alameda,37.6792,-122.1038,15999,5155,polygon,FALSE,FALSE,America/Los_Angeles,2,94541,1840112062
Baldwin Park,Baldwin Park,CA,California,6037,Los Angeles,6037,Los Angeles,34.0829,-117.9721,76402,4448,polygon,FALSE,TRUE,America/Los_Angeles,2,91706,1840105673
Bertsch-Oceanview,Bertsch-Oceanview,CA,California,6015,Del Norte,6015,Del Norte,41.7524,-124.1594,2140,155,polygon,FALSE,TRUE,America/Los_Angeles,3,95531,1840111881
Fair Oaks,Fair Oaks,CA,California,6067,Sacramento,6067,Sacramento,38.6504,-121.2497,30704,1090,polygon,FALSE,FALSE,America/Los_Angeles,3,95628,1840112139
Arroyo Grande,Arroyo Grande,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.1242,-120.5845,54620,1178,polygon,FALSE,TRUE,America/Los_Angeles,3,93420 93421,1840107263
Sunnyside-Tahoe City,Sunnyside-Tahoe City,CA,California,6061,Placer,6061,Placer,39.1504,-120.1613,1267,144,polygon,FALSE,TRUE,America/Los_Angeles,3,96145,1840113524
Orland,Orland,CA,California,6021,Glenn,6021,Glenn,39.7461,-122.1855,9747,994,polygon,FALSE,TRUE,America/Los_Angeles,3,95963,1840106837
Alhambra Valley,Alhambra Valley,CA,California,6013,Contra Costa,6013,Contra Costa,37.9665,-122.132,679,195,polygon,FALSE,TRUE,America/Los_Angeles,3,94553,1840114451
Hughson,Hughson,CA,California,6099,Stanislaus,6099,Stanislaus,37.602,-120.866,7498,1489,polygon,FALSE,TRUE,America/Los_Angeles,3,95326,1840105923
Santa Nella,Santa Nella,CA,California,6047,Merced,6047,Merced,37.1014,-121.0153,1976,167,polygon,FALSE,TRUE,America/Los_Angeles,3,95322,1840114648
Mendota,Mendota,CA,California,6019,Fresno,6019,Fresno,36.7555,-120.3777,11642,1340,polygon,FALSE,TRUE,America/Los_Angeles,3,93640,1840105953
Zayante,Zayante,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.0889,-122.0414,1096,155,polygon,FALSE,FALSE,America/Los_Angeles,3,95018,1840114705
Bonny Doon,Bonny Doon,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.0435,-122.1369,3086,71,polygon,FALSE,FALSE,America/Los_Angeles,3,95060,1840114468
Marysville,Marysville,CA,California,6115,Yuba,6115,Yuba,39.1518,-121.5836,12413,1383,polygon,FALSE,TRUE,America/Los_Angeles,3,95901,1840011422
Tracy,Tracy,CA,California,6077,San Joaquin,6077,San Joaquin,37.726,-121.444,95982,1584,polygon,FALSE,TRUE,America/Los_Angeles,3,95377 95376 95304,1840011477
Winters,Winters,CA,California,6113,Yolo,6113,Yolo,38.532,-121.9781,7775,956,polygon,FALSE,TRUE,America/Los_Angeles,3,95694,1840105664
Rose Hills,Rose Hills,CA,California,6037,Los Angeles,6037,Los Angeles,34.009,-118.042,2817,2524,polygon,FALSE,TRUE,America/Los_Angeles,2,90601,1840114617
Tehachapi,Tehachapi,CA,California,6029,Kern,6029,Kern,35.127,-118.475,14491,493,polygon,FALSE,TRUE,America/Los_Angeles,3,93561 93581,1840105764
Mabie,Mabie,CA,California,6063,Plumas,6063,Plumas,39.7771,-120.5447,43,4,polygon,FALSE,FALSE,America/Los_Angeles,3,96122,1840117253
East Whittier,East Whittier,CA,California,6037,Los Angeles,6037,Los Angeles,33.9244,-117.9887,10540,3731,polygon,FALSE,FALSE,America/Los_Angeles,2,90604,1840112708
Florence-Graham,Florence-Graham,CA,California,6037,Los Angeles,6037,Los Angeles,33.9682,-118.2447,63821,7021,polygon,FALSE,TRUE,America/Los_Angeles,2,90001 90002 90052,1840112251
Los Alamitos,Los Alamitos,CA,California,6059,Orange,6059,Orange,33.7972,-118.0594,11603,1113,polygon,FALSE,TRUE,America/Los_Angeles,3,90720 90721,1840105731
Mad River,Mad River,CA,California,6105,Trinity,6105,Trinity,40.4325,-123.4917,482,5,polygon,FALSE,FALSE,America/Los_Angeles,3,95552,1840114591
Madison,Madison,CA,California,6113,Yolo,6113,Yolo,38.675,-121.9702,727,181,polygon,FALSE,FALSE,America/Los_Angeles,3,95627 95653,1840114590
Salida,Salida,CA,California,6099,Stanislaus,6099,Stanislaus,37.7145,-121.087,14424,1052,polygon,FALSE,FALSE,America/Los_Angeles,3,95368 95358 95356,1840113195
Ivanhoe,Ivanhoe,CA,California,6107,Tulare,6107,Tulare,36.3886,-119.2202,3804,729,polygon,FALSE,FALSE,America/Los_Angeles,3,93235,1840112454
San Carlos,San Carlos,CA,California,6081,San Mateo,6081,San Mateo,37.4982,-122.268,30499,2135,polygon,FALSE,TRUE,America/Los_Angeles,2,94070,1840011450
Wasco,Wasco,CA,California,6029,Kern,6029,Kern,35.5938,-119.3671,26935,1110,polygon,FALSE,TRUE,America/Los_Angeles,3,93280,1840107891
Magalia,Magalia,CA,California,6007,Butte,6007,Butte,39.8228,-121.6078,12346,340,polygon,FALSE,FALSE,America/Los_Angeles,3,95954,1840112196
North Richmond,North Richmond,CA,California,6013,Contra Costa,6013,Contra Costa,37.9642,-122.3711,3738,1038,polygon,FALSE,FALSE,America/Los_Angeles,3,94801,1840114615
Cassel,Cassel,CA,California,6089,Shasta,6089,Shasta,40.9213,-121.5515,350,66,polygon,FALSE,FALSE,America/Los_Angeles,3,96016,1840117188
Hesperia,Hesperia,CA,California,6071,San Bernardino,6071,San Bernardino,34.3975,-117.3147,94859,503,polygon,FALSE,TRUE,America/Los_Angeles,3,92345 92344 92340,1840105715
Tupman,Tupman,CA,California,6029,Kern,6029,Kern,35.2987,-119.3576,159,116,polygon,FALSE,FALSE,America/Los_Angeles,3,93276,1840113309
Prattville,Prattville,CA,California,6063,Plumas,6063,Plumas,40.206,-121.1575,16,10,polygon,FALSE,FALSE,America/Los_Angeles,3,95923,1840113071
Home Garden,Home Garden,CA,California,6031,Kings,6031,Kings,36.303,-119.637,1881,1634,polygon,FALSE,FALSE,America/Los_Angeles,3,93230,1840112419
Fairview,Fairview,CA,California,6001,Alameda,6001,Alameda,37.6761,-122.0481,10222,1434,polygon,FALSE,FALSE,America/Los_Angeles,3,94541 94542,1840112143
Storrie,Storrie,CA,California,6063,Plumas,6063,Plumas,39.9239,-121.3188,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,95915,1840113501
Homewood Canyon,Homewood Canyon,CA,California,6027,Inyo,6027,Inyo,35.89,-117.3863,27,1,polygon,FALSE,TRUE,America/Los_Angeles,3,93592,1840114556
Almanor,Almanor,CA,California,6063,Plumas,6063,Plumas,40.2146,-121.1762,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,95923,1840111780
San Marcos,San Marcos,CA,California,6073,San Diego,6073,San Diego,33.135,-117.1743,96198,1524,polygon,FALSE,TRUE,America/Los_Angeles,3,92078 92069 92079 92096,1840107769
El Segundo,El Segundo,CA,California,6037,Los Angeles,6037,Los Angeles,33.9169,-118.4021,16853,1191,polygon,FALSE,TRUE,America/Los_Angeles,3,90245,1840107405
Poso Park,Poso Park,CA,California,6107,Tulare,6107,Tulare,35.8114,-118.6363,6,53,polygon,FALSE,FALSE,America/Los_Angeles,3,93260,1840116501
Keyes,Keyes,CA,California,6099,Stanislaus,6099,Stanislaus,37.5618,-120.9088,6237,855,polygon,FALSE,FALSE,America/Los_Angeles,3,95328 95326 95307,1840112496
Mineral,Mineral,CA,California,6103,Tehama,6103,Tehama,40.3755,-121.5694,310,2,polygon,FALSE,FALSE,America/Los_Angeles,3,96063 96061,1840112825
La Palma,La Palma,CA,California,6059,Orange,6059,Orange,33.8504,-118.0406,15722,3403,polygon,FALSE,TRUE,America/Los_Angeles,2,90623,1840105725
Meiners Oaks,Meiners Oaks,CA,California,6111,Ventura,6111,Ventura,34.4505,-119.2731,3182,872,polygon,FALSE,FALSE,America/Los_Angeles,3,93023,1840112804
Broadmoor,Broadmoor,CA,California,6081,San Mateo,6081,San Mateo,37.6914,-122.4811,5112,4378,polygon,FALSE,FALSE,America/Los_Angeles,2,94015,1840111953
Darwin,Darwin,CA,California,6027,Inyo,6027,Inyo,36.2688,-117.5891,34,9,polygon,FALSE,FALSE,America/Los_Angeles,3,93522,1840112648
Little Valley,Little Valley,CA,California,6035,Lassen,6035,Lassen,40.893,-121.1781,26,24,polygon,FALSE,FALSE,America/Los_Angeles,3,96056,1840011269
Weott,Weott,CA,California,6023,Humboldt,6023,Humboldt,40.3226,-123.9209,307,157,polygon,FALSE,FALSE,America/Los_Angeles,3,95554 95571,1840010729
August,August,CA,California,6077,San Joaquin,6077,San Joaquin,37.9796,-121.2625,7942,2455,polygon,FALSE,FALSE,America/Los_Angeles,2,95205,1840111833
Fowler,Fowler,CA,California,6019,Fresno,6019,Fresno,36.6246,-119.6739,6495,995,polygon,FALSE,TRUE,America/Los_Angeles,3,93625,1840107027
Yountville,Yountville,CA,California,6055,Napa,6055,Napa,38.3963,-122.3671,2924,758,polygon,FALSE,TRUE,America/Los_Angeles,3,94599 94558,1840105666
Willits,Willits,CA,California,6045,Mendocino,6045,Mendocino,39.4047,-123.3494,8031,668,polygon,FALSE,TRUE,America/Los_Angeles,3,95490,1840105663
Big Bear Lake,Big Bear Lake,CA,California,6071,San Bernardino,6071,San Bernardino,34.2429,-116.895,5262,325,polygon,FALSE,TRUE,America/Los_Angeles,3,92315,1840105677
Clayton,Clayton,CA,California,6013,Contra Costa,6013,Contra Costa,37.9403,-121.9301,12150,1221,polygon,FALSE,TRUE,America/Los_Angeles,3,94517,1840011384
Camarillo,Camarillo,CA,California,6111,Ventura,6111,Ventura,34.223,-119.0322,74682,1331,polygon,FALSE,TRUE,America/Los_Angeles,3,93012 93010 93011,1840105682
Mayflower Village,Mayflower Village,CA,California,6037,Los Angeles,6037,Los Angeles,34.1159,-118.0096,5828,3265,polygon,FALSE,FALSE,America/Los_Angeles,2,91016 91006,1840112225
Piru,Piru,CA,California,6111,Ventura,6111,Ventura,34.4075,-118.7999,1808,248,polygon,FALSE,FALSE,America/Los_Angeles,3,93040 93015,1840113046
Buena Vista,Buena Vista,CA,California,6005,Amador,6005,Amador,38.2974,-120.9179,436,103,polygon,FALSE,FALSE,America/Los_Angeles,3,95640,1840114473
Saratoga,Saratoga,CA,California,6085,Santa Clara,6085,Santa Clara,37.2684,-122.0263,30905,934,polygon,FALSE,TRUE,America/Los_Angeles,3,95070 95071,1840106021
Bodega,Bodega,CA,California,6097,Sonoma,6097,Sonoma,38.3488,-122.9712,384,51,polygon,FALSE,FALSE,America/Los_Angeles,3,94922,1840114467
La Presa,La Presa,CA,California,6073,San Diego,6073,San Diego,32.711,-117.0027,36225,2544,polygon,FALSE,FALSE,America/Los_Angeles,2,91977,1840112524
Channel Islands Beach,Channel Islands Beach,CA,California,6111,Ventura,6111,Ventura,34.1586,-119.2231,2659,2539,polygon,FALSE,FALSE,America/Los_Angeles,2,93035,1840112052
Del Aire,Del Aire,CA,California,6037,Los Angeles,6037,Los Angeles,33.9168,-118.3693,10614,4049,polygon,FALSE,FALSE,America/Los_Angeles,2,90250,1840112654
Shaver Lake,Shaver Lake,CA,California,6019,Fresno,6019,Fresno,37.0971,-119.3245,552,6,polygon,FALSE,FALSE,America/Los_Angeles,3,93664,1840112720
Stinson Beach,Stinson Beach,CA,California,6041,Marin,6041,Marin,37.9051,-122.6457,596,159,polygon,FALSE,FALSE,America/Los_Angeles,3,94970,1840113497
Oxnard,Oxnard,CA,California,6111,Ventura,6111,Ventura,34.1962,-119.1819,389792,3008,polygon,FALSE,TRUE,America/Los_Angeles,2,93035 93036 93030 93033 93031 93032 93034,1840105741
Valley Springs,Valley Springs,CA,California,6009,Calaveras,6009,Calaveras,38.1837,-120.815,3321,129,polygon,FALSE,FALSE,America/Los_Angeles,3,95252,1840113341
San Luis Obispo,San Luis Obispo,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.267,-120.6689,62398,1397,polygon,FALSE,TRUE,America/Los_Angeles,3,93401 93405 93403 93406,1840105757
Yucaipa,Yucaipa,CA,California,6071,San Bernardino,6071,San Bernardino,34.0336,-117.043,53683,732,polygon,FALSE,TRUE,America/Los_Angeles,3,92399,1840105778
Gilroy,Gilroy,CA,California,6085,Santa Clara,6085,Santa Clara,37.0047,-121.5856,116235,1351,polygon,FALSE,TRUE,America/Los_Angeles,2,95020,1840011405
Temecula,Temecula,CA,California,6065,Riverside,6065,Riverside,33.4928,-117.1315,114327,1184,polygon,FALSE,TRUE,America/Los_Angeles,2,92590 92591 92592 92589 92593,1840105765
Kenwood,Kenwood,CA,California,6097,Sonoma,6097,Sonoma,38.4153,-122.5387,1144,85,polygon,FALSE,FALSE,America/Los_Angeles,3,95452 95442,1840114565
